"Season","Team","G","PA","AB","HR","R","SB","CS","BABIP","AVG","OBP","SLG","wOBA","wRC+","WAR","H","2B","3B","HR","BB","HBP","wRC","WPA"
"1983","Cubs","2245","6133","5513","140","701","84","40",".285",".260",".319",".401",".319","91","15.2","1436","272","42","140","470","29","693","-0.28"
"1983","Indians","1734","6222","5476","86","704","109","71",".287",".265",".338",".369",".319","95","9.7","1451","249","31","86","605","29","705","-5.96"
"1969","Tigers","1997","6155","5441","182","701","35","28",".259",".242",".316",".387",".319","95","22.4","1316","188","29","182","578","30","682",""
"1990","Rangers","2033","6177","5469","110","676","115","48",".300",".259",".331",".376",".319","98","19.1","1416","257","27","110","575","34","693","-0.25"
"1987","Angels","1765","6301","5570","172","770","125","44",".274",".252",".326",".401",".319","95","19.3","1406","257","26","172","590","35","741","-2.84"
"1980","Dodgers","2209","6221","5568","148","663","123","72",".285",".263",".323",".388",".319","102","26.9","1462","209","24","148","492","24","687","9.68"
"1914","Cubs","1734","5784","5050","42","605","164","",".268",".243",".317",".337",".319","95","18.3","1229","199","74","42","501","42","598",""
"1952","White Sox","1953","6036","5316","80","610","61","38",".266",".252",".327",".348",".319","89","17.8","1337","199","38","80","541","58","622",""
"1993","Reds","2223","6164","5517","137","722","142","59",".299",".264",".324",".396",".319","91","13.5","1457","261","28","137","485","32","698","0.35"
"1915","Cardinals","1710","5780","5106","20","590","162","144",".288",".254",".320",".333",".319","98","20.3","1297","159","92","20","457","42","598",""
"2011","Rays","2284","6152","5436","172","707","155","62",".281",".244",".322",".402",".319","104","27.7","1324","273","37","172","571","73","707","5.08"
"2011","Mets","2383","6335","5600","108","718","130","35",".307",".264",".335",".391",".319","102","17.2","1477","309","39","108","571","51","723","6.57"
"1989","Orioles","1725","6173","5440","129","708","118","55",".282",".252",".326",".379",".319","101","21.9","1369","238","33","129","593","30","698","2.77"
"1889","Orioles","1272","5256","4756","20","791","311","",".283",".254",".325",".328",".319","91","11.0","1209","155","68","20","418","82","746",""
"1983","Royals","1736","6083","5598","109","696","182","47",".293",".271",".320",".397",".319","96","15.1","1515","273","54","109","397","23","689","0.08"
"1994","Padres","1609","4519","4068","92","479","79","37",".316",".275",".330",".401",".319","90","2.4","1117","200","19","92","319","31","515","-9.16"
"1992","Brewers","1644","6183","5504","82","740","256","115",".296",".268",".330",".375",".319","98","19.5","1477","272","35","82","511","33","680","5.47"
"1984","Royals","1836","6065","5543","117","673","106","64",".295",".268",".317",".399",".319","97","21.1","1487","269","52","117","400","24","685","-0.09"
"1961","Red Sox","1972","6307","5508","112","729","56","36",".281",".254",".334",".374",".319","86","13.4","1401","251","37","112","647","29","718",""
"1980","Reds","2069","6209","5516","113","707","156","43",".289",".262",".327",".386",".319","98","24.3","1445","256","45","113","537","23","685","7.66"
"2019","Diamondbacks","2418","6315","5633","220","813","88","14",".293",".252",".323",".434",".319","94","23.4","1419","288","40","220","540","70","787","-1.48"
"2020","Twins","882","2168","1937","91","269","14","7",".283",".242",".315",".427",".319","101","9.4","468","81","3","91","186","29","271","-0.56"
"1903","Tigers","1283","5090","4582","12","567","128","","",".268",".318",".351",".319","101","18.0","1229","162","91","12","292","46","610",""
"1965","Twins","2171","6213","5488","150","774","92","33",".281",".254",".324",".399",".319","100","32.0","1396","257","42","150","554","35","721",""
"1993","Angels","1706","6089","5391","114","684","169","100",".293",".260",".331",".380",".319","92","6.7","1399","259","24","114","564","38","691","-7.81"
"1992","Indians","1723","6201","5620","127","674","144","67",".294",".266",".323",".383",".319","98","19.2","1495","227","24","127","448","45","681","-6.08"
"1995","Phillies","1911","5613","4950","94","615","72","25",".300",".262",".332",".384",".319","88","14.9","1296","263","30","94","497","46","628","-5.45"
"1991","Mariners","1849","6237","5494","126","702","97","44",".276",".255",".328",".383",".319","95","12.1","1400","268","29","126","588","37","709","-1.31"
"1948","Reds","1884","5699","5127","104","588","42","",".262",".247",".313",".365",".319","82","6.1","1266","221","37","104","477","16","573",""
"2000","Brewers","2207","6355","5563","177","740","72","44",".284",".246",".325",".403",".319","82","11.7","1366","297","25","177","620","61","712","-5.99"
"1992","Reds","2191","6162","5460","99","660","125","65",".291",".260",".328",".382",".319","98","20.5","1418","281","44","99","563","21","672","5.90"
"1987","Pirates","2191","6225","5536","131","723","140","58",".293",".264",".330",".403",".319","92","26.7","1464","282","45","131","535","29","727","-0.17"
"1978","Angels","1706","6206","5472","108","691","86","69",".276",".259",".330",".370",".319","102","17.1","1417","226","28","108","539","67","678","1.46"
"2011","Blue Jays","2265","6210","5559","186","743","131","52",".283",".249",".317",".413",".319","97","15.6","1384","285","34","186","525","48","714","1.35"
"1993","Twins","1742","6209","5601","121","693","83","59",".291",".264",".327",".385",".319","91","5.5","1480","261","27","121","493","51","705","-6.76"
"1984","Mariners","1829","6216","5546","129","682","116","62",".284",".258",".324",".384",".319","94","9.1","1429","244","34","129","519","42","702","-2.82"
"1957","Indians","1984","5917","5171","140","682","40","47",".271",".252",".329",".382",".319","96","14.2","1304","199","26","140","589","26","660",""
"1907","Tigers","1500","5725","5204","11","696","192","","",".266",".313",".335",".319","102","20.7","1383","179","75","11","315","44","607",""
"2019","Indians","2321","6124","5425","223","769","103","35",".289",".250",".323",".432",".319","94","19.7","1354","286","18","223","563","50","765","-3.93"
"1929","White Sox","1672","5845","5246","37","626","109","61",".286",".268",".325",".363",".319","77","7.6","1406","241","74","37","421","21","605",""
"1942","Indians","1859","5931","5317","50","590","69","74",".274",".253",".320",".345",".319","92","20.2","1344","223","58","50","500","24","610",""
"2015","Diamondbacks","2393","6276","5649","154","720","132","44",".316",".264",".324",".414",".319","95","21.6","1494","289","48","154","490","33","732","-4.26"
"1933","Indians","1678","5806","5240","50","654","36","40",".276",".260",".321",".360",".319","78","7.0","1365","220","76","50","448","17","623",""
"1891","Kelly's Killers","965","4038","3574","28","549","164","",".256",".234",".322",".320",".319","82","3.7","838","105","58","28","428","36","548",""
"2018","Braves","2377","6251","5582","175","759","90","36",".302",".257",".324",".417",".319","97","26.0","1433","314","29","175","511","66","747","2.26"
"1918","Tigers","1343","4878","4262","13","473","123","",".271",".249",".325",".318",".319","94","8.9","1063","141","56","13","452","22","480",""
"2008","Reds","2392","6188","5465","187","704","85","47",".278",".247",".321",".408",".319","87","13.8","1351","269","24","187","560","50","691","-3.74"
"1978","Indians","1790","6013","5365","106","639","64","63",".281",".261",".323",".379",".319","97","13.4","1400","223","45","106","488","26","656","-4.11"
"1981","Brewers","1130","4152","3743","96","493","39","36",".268",".257",".313",".391",".319","106","14.9","961","173","20","96","300","29","451","5.28"
"1971","Cubs","1930","6131","5438","128","637","44","32",".278",".258",".325",".378",".319","90","13.2","1401","202","34","128","527","34","666",""
"1974","Athletics","2001","6048","5331","132","689","164","93",".270",".247",".321",".373",".319","106","26.0","1315","205","37","132","568","38","655","5.78"
"1970","Cardinals","2174","6376","5689","113","744","117","47",".297",".263",".331",".379",".319","90","11.1","1497","218","51","113","569","26","718",""
"1953","Athletics","1822","6028","5455","116","632","41","24",".271",".256",".321",".372",".319","82","11.1","1398","205","38","116","498","24","638",""
"1960","Indians","1942","5921","5296","127","667","58","25",".277",".267",".325",".388",".319","94","21.1","1415","218","20","127","444","32","664",""
"1990","Twins","1804","6086","5499","100","666","96","53",".289",".265",".324",".385",".319","94","12.4","1458","281","39","100","445","53","681","-6.82"
"1937","Dodgers","1913","5893","5295","37","616","69","",".292",".265",".327",".354",".319","83","7.3","1401","258","53","37","469","20","618",""
"1985","Cardinals","2121","6182","5467","87","747","314","96",".298",".264",".335",".379",".319","102","34.3","1446","245","59","87","586","18","704","10.54"
"1971","White Sox","2080","6114","5382","138","617","83","65",".274",".250",".325",".373",".319","94","13.9","1346","185","30","138","562","51","661",""
"1968","Reds","2123","6286","5767","106","690","59","55",".308",".273",".320",".389",".319","105","27.1","1573","281","36","106","379","37","691",""
"1962","White Sox","2071","6297","5514","92","707","76","40",".276",".257",".334",".372",".319","93","19.7","1415","250","56","92","620","41","714",""
"1998","Royals","2001","6191","5546","134","714","135","50",".295",".263",".324",".399",".319","85","7.3","1459","274","40","134","475","60","699","-7.70"
"2018","Blue Jays","2435","6076","5477","217","709","47","30",".286",".244",".312",".427",".319","101","13.2","1336","320","16","217","499","58","729","-1.38"
"2005","Angels","2234","6186","5624","147","761","161","57",".294",".270",".325",".409",".319","96","19.6","1520","278","30","147","447","29","705","2.75"
"1917","Indians","1786","5833","4994","13","584","210","",".276",".245",".324",".322",".319","93","21.8","1224","218","64","13","549","35","590",""
"1988","Royals","1744","6086","5469","121","704","137","54",".291",".259",".321",".391",".319","99","16.9","1419","275","40","121","486","33","694","0.95"
"1986","Athletics","1761","6127","5435","163","731","139","61",".278",".252",".322",".390",".318","100","23.1","1370","213","25","163","553","32","697","2.39"
"1998","Mets","2278","6257","5510","136","706","62","46",".295",".259",".330",".394",".318","93","17.5","1425","289","24","136","572","37","702","4.89"
"1946","Indians","1836","5857","5242","79","537","57","49",".270",".245",".313",".356",".318","89","15.3","1285","233","56","79","506","13","570",""
"2016","Pirates","2458","6261","5542","153","729","110","45",".311",".257",".332",".402",".318","98","18.8","1426","277","32","153","561","81","736","0.48"
"2010","Marlins","2300","6194","5531","152","719","92","26",".309",".254",".321",".403",".318","92","15.9","1403","294","37","152","514","55","694","0.34"
"1909","Reds","1623","5813","5088","22","606","280","","",".250",".319",".323",".318","101","26.9","1273","159","72","22","478","38","605",""
"1957","Dodgers","1852","5944","5242","147","690","60","34",".275",".253",".325",".387",".318","88","17.3","1325","188","38","147","550","33","660",""
"1927","Red Sox","1850","5865","5205","28","597","81","46",".281",".259",".320",".357",".318","75","0.0","1347","271","78","28","430","39","595",""
"1973","Indians","1701","6178","5592","158","680","60","68",".271",".256",".315",".387",".318","95","9.3","1429","205","29","158","471","32","677",""
"1952","Browns","1990","6001","5353","82","604","30","34",".276",".250",".322",".356",".318","83","9.7","1340","225","46","82","540","22","616",""
"1973","Yankees","1666","6064","5492","131","641","47","43",".277",".261",".322",".378",".318","100","20.4","1435","212","17","131","489","22","666",""
"1974","Royals","1737","6267","5582","89","667","146","76",".285",".259",".327",".364",".318","97","14.8","1448","232","42","89","550","32","678","-3.09"
"1958","Tigers","1919","5805","5194","109","659","48","32",".286",".266",".326",".389",".318","93","19.3","1384","229","41","109","463","22","643",""
"2017","Orioles","2351","6140","5650","232","743","32","13",".306",".260",".312",".435",".318","95","11.3","1469","269","12","232","392","50","735","-3.56"
"1954","Tigers","1918","5865","5233","90","584","48","44",".275",".258",".322",".367",".318","88","14.7","1351","215","41","90","492","19","595",""
"2015","Giants","2342","6153","5565","136","696","93","36",".313",".267",".326",".406",".318","104","29.5","1486","288","39","136","457","49","713","0.87"
"2005","Padres","2380","6271","5502","130","684","99","44",".289",".257",".333",".391",".318","98","20.3","1416","269","39","130","600","49","707","0.21"
