"Season","Team","IP","BABIP","ERA","FIP","WAR","TBF","R","ER","H","HR","BB","HBP","SO","WPA","AVG","FIP-","RA9-WAR"
"1977","Cubs","1468.0",".294","4.02","3.63","24.6","6254","739","655","1500","128","489","22","942","6.03",".261","87","20.3"
"1981","Cubs","956.2",".292","4.02","3.57","8.1","4165","483","427","983","59","388","21","532","-5.96",".262","101","2.8"
"2012","Angels","1433.1",".277","4.02","4.26","10.4","6034","699","640","1339","186","483","40","1157","-2.38",".243","107","13.3"
"2012","Rangers","1442.0",".292","4.02","3.90","22.2","6067","707","644","1378","175","446","41","1286","9.11",".247","92","21.1"
"1991","Red Sox","1439.2",".285","4.02","3.96","15.8","6126","712","643","1405","147","530","31","999","3.93",".252","98","19.1"
"2010","Reds","1453.0",".288","4.02","4.12","12.8","6182","685","649","1404","158","524","50","1130","3.83",".250","100","15.5"
"1986","Tigers","1443.2",".265","4.02","4.45","10.3","6158","714","645","1374","183","571","30","880","-0.15",".247","106","15.3"
"2012","White Sox","1445.2",".288","4.02","4.23","16.2","6098","676","646","1365","186","503","68","1246","4.27",".247","98","21.8"
"1983","Brewers","1454.0",".283","4.02","4.07","10.2","6224","708","650","1513","133","491","28","689","-2.18",".265","105","13.5"
"1987","Tigers","1456.0",".277","4.02","4.37","18.3","6267","735","651","1430","180","563","33","976","6.66",".252","96","20.4"
"1979","Red Sox","1431.1",".285","4.02","3.97","20.4","6120","711","640","1487","133","463","37","731","7.30",".265","92","23.2"
"2001","Cubs","1437.0",".294","4.03","3.91","22.2","6159","701","643","1357","164","550","50","1344","4.24",".244","89","18.5"
"1930","Robins","1372.0",".283","4.03","4.73","15.0","5881","738","614","1480","115","394","19","526","",".271","98","25.2"
"1967","Astros","1445.2",".294","4.03","3.25","12.2","6208","742","647","1444","120","485","43","1060","",".254","103","-2.3"
"2004","Padres","1441.0",".290","4.03","4.19","15.5","6135","705","645","1460","184","422","48","1079","-0.09",".258","99","14.7"
"2015","Yankees","1457.2",".300","4.03","3.97","18.4","6191","698","653","1416","182","474","56","1370","7.08",".250","95","17.9"
"1991","Giants","1442.0",".278","4.03","4.10","6.9","6132","697","646","1397","143","544","36","905","-5.04",".252","110","7.2"
"2003","Yankees","1462.0",".302","4.03","3.66","28.6","6209","716","655","1512","145","375","49","1119","10.61",".261","82","22.5"
"1920","Browns","1378.2",".294","4.03","3.95","10.9","5965","771","618","1481","53","578","38","444","",".277","105","12.3"
"1995","Reds","1289.1",".288","4.03","4.08","14.6","5445","623","578","1270","131","424","31","903","6.08",".255","96","16.4"
"1920","Tigers","1385.0",".302","4.04","3.82","10.0","5920","833","621","1487","46","561","56","483","",".280","106","3.0"
"1945","Braves","1391.2",".274","4.04","4.12","6.5","6100","727","624","1475","99","557","19","404","",".267","111","10.1"
"1986","Brewers","1431.2",".292","4.04","3.97","17.1","6150","734","642","1478","158","494","29","952","3.69",".263","97","15.8"
"2015","Marlins","1427.0",".294","4.04","3.98","12.2","6050","678","640","1374","141","508","52","1152","-6.37",".250","105","11.1"
"2001","Yankees","1451.1",".300","4.04","3.79","26.1","6174","713","651","1429","158","465","55","1266","11.75",".253","86","21.4"
"1979","Brewers","1439.2",".282","4.04","4.22","12.1","6106","722","646","1563","162","381","20","580","5.05",".274","104","17.3"
"2018","Nationals","1446.0",".287","4.04","4.15","16.7","6087","682","649","1320","198","487","76","1417","1.76",".239","100","19.4"
"2006","Angels","1452.2",".291","4.04","4.03","21.3","6149","732","652","1410","158","471","50","1164","9.86",".251","91","22.8"
"1993","Royals","1445.1",".287","4.04","3.85","21.9","6145","694","649","1379","105","571","44","985","8.09",".249","91","24.4"
"2003","Marlins","1445.1",".297","4.04","3.80","21.3","6165","692","649","1415","128","530","40","1132","9.38",".253","90","17.0"
"1961","Dodgers","1378.1",".289","4.04","3.83","17.7","5950","697","619","1346","167","544","48","1105","",".251","93","16.0"
"1962","Senators","1445.0",".267","4.04","4.18","12.8","6221","716","649","1400","151","593","21","771","",".250","102","14.3"
"1980","Rangers","1451.2",".304","4.04","3.74","17.1","6305","752","652","1561","119","519","37","890","-1.56",".272","96","8.4"
"2010","Angels","1449.1",".292","4.04","4.11","13.5","6252","702","651","1422","148","565","46","1130","4.38",".252","101","13.6"
"2004","Twins","1476.0",".302","4.04","3.98","22.4","6269","715","663","1523","167","431","54","1123","13.66",".263","91","27.3"
"2011","Tigers","1440.0",".292","4.04","3.96","16.7","6108","711","647","1406","149","492","52","1115","7.19",".253","97","18.5"
"2007","Cubs","1446.2",".281","4.04","4.36","17.7","6186","690","650","1340","165","573","59","1211","9.31",".241","96","23.4"
"1982","Red Sox","1453.0",".294","4.04","4.04","14.7","6246","713","653","1557","155","478","35","816","9.13",".272","98","19.7"
"1923","White Sox","1397.0",".288","4.05","3.95","13.7","6165","740","628","1512","49","534","37","467","",".270","100","13.3"
"1922","Robins","1385.2",".301","4.05","4.12","12.4","6082","752","623","1574","74","490","35","499","",".283","102","16.0"
"1991","Cubs","1456.2",".282","4.05","3.80","15.1","6224","734","655","1415","117","542","28","927","-3.91",".250","99","10.5"
"1884","Cowboys","702.2",".340","4.05","3.12","1.2","","618","316","862","14","127","","334","",".303","123","-7.6"
"1943","Athletics","1394.0",".276","4.05","3.60","10.2","6038","717","627","1421","73","536","35","503","",".260","107","0.7"
"1895","Pirates","1171.2",".299","4.05","4.54","12.6","","787","527","1263","17","500","0","382","",".277","97","18.4"
"1975","Astros","1458.1",".284","4.05","3.85","6.5","6337","711","656","1436","106","679","34","839","-13.22",".255","111","4.4"
"1981","Phillies","960.1",".291","4.05","3.49","9.4","4086","472","432","967","72","347","14","580","-0.92",".260","101","4.1"
"1935","Red Sox","1376.0",".291","4.05","4.18","19.9","6063","732","619","1520","67","520","20","470","",".275","91","21.3"
"2011","Pirates","1449.1",".300","4.05","4.20","8.5","6317","712","652","1513","152","535","62","1031","-5.50",".265","112","9.1"
"1993","Mets","1438.0",".288","4.05","4.05","14.1","6151","744","647","1483","139","434","50","867","-11.32",".262","100","10.7"
"2015","Diamondbacks","1466.2",".294","4.05","4.21","10.6","6257","713","660","1450","182","500","48","1215","2.26",".254","107","15.4"
"2016","Marlins","1435.0",".303","4.05","3.97","15.5","6164","682","646","1358","152","595","61","1379","0.81",".247","99","13.5"
"2015","Orioles","1434.2",".298","4.05","4.11","15.8","6085","693","646","1406","174","483","54","1233","2.93",".253","98","16.6"
"1977","Athletics","1436.2",".280","4.05","4.17","11.7","6202","749","647","1459","145","560","24","788","-9.89",".260","102","8.5"
"1929","Indians","1352.0",".300","4.05","4.27","17.7","5998","738","609","1570","56","488","26","389","",".286","94","18.2"
"2004","Astros","1443.0",".299","4.05","4.07","20.7","6201","698","650","1416","174","525","68","1282","7.10",".252","92","20.9"
"1890","Athletics","1154.1",".303","4.05","4.00","13.7","","855","520","1292","33","495","35","361","",".284","96","14.8"
"1957","Indians","1380.2",".279","4.05","3.95","11.1","6076","722","622","1381","130","618","43","807","",".255","104","4.6"
"2007","Indians","1462.2",".302","4.05","4.06","20.5","6206","704","659","1519","146","410","56","1047","10.67",".265","94","24.6"
"2000","Braves","1440.1",".288","4.06","4.19","22.3","6165","714","649","1428","165","484","37","1093","10.35",".253","90","23.5"
"1970","Cardinals","1475.2",".293","4.06","3.57","20.9","6425","747","665","1483","102","632","22","960","",".257","92","15.5"
"2010","Yankees","1442.1",".281","4.06","4.34","16.4","6102","693","650","1349","179","540","62","1154","4.94",".245","100","20.5"
"1901","Brewers","1218.0",".306","4.06","3.62","9.3","","828","549","1383","32","395","63","376","",".287","105","2.6"
"1978","Cubs","1455.1",".281","4.06","3.83","13.2","6264","724","656","1475","125","539","33","768","-2.20",".259","102","12.7"
"1961","White Sox","1448.2",".280","4.06","3.92","14.4","6236","726","653","1491","158","498","12","814","",".260","98","12.7"
"1934","Tigers","1370.2",".293","4.06","4.10","17.9","5945","708","618","1467","86","488","13","640","",".269","93","20.3"
"2003","Phillies","1443.2",".284","4.06","4.12","16.6","6195","697","651","1386","142","536","77","1060","3.06",".248","97","16.7"
"1985","Red Sox","1461.1",".291","4.06","3.77","18.6","6281","720","659","1487","130","540","35","913","-1.34",".261","95","19.5"
"1965","Mets","1454.2",".276","4.06","3.89","4.9","6232","752","656","1462","147","498","49","776","",".257","114","2.1"
"1945","Giants","1374.2",".273","4.06","3.78","12.8","5999","700","620","1401","85","530","25","530","",".257","100","12.7"
"1956","Tigers","1379.0",".280","4.06","4.07","13.6","6087","699","622","1389","140","655","44","788","",".258","101","16.4"
"2005","Blue Jays","1447.0",".286","4.06","4.42","14.0","6166","705","653","1475","185","444","68","958","5.41",".261","100","22.4"
"1995","Astros","1320.1",".308","4.06","3.82","14.9","5703","674","596","1357","118","460","50","1056","-2.43",".261","96","9.0"
"1984","Brewers","1433.0",".292","4.06","3.97","12.7","6202","734","647","1532","137","480","22","785","-11.43",".269","101","9.3"
"1893","Browns","1207.0",".288","4.06","4.63","11.9","","829","545","1292","38","542","0","301","",".275","100","17.6"
"2016","Astros","1468.0",".306","4.06","3.85","17.6","6180","701","663","1441","181","453","39","1396","4.91",".253","92","13.5"
"1939","Giants","1319.0",".284","4.07","4.20","11.6","5756","682","596","1412","86","477","25","505","",".269","102","10.3"
"1975","Twins","1423.0",".276","4.07","4.03","11.0","6146","736","643","1381","137","617","36","846","-0.18",".251","105","10.8"
"1985","White Sox","1451.2",".282","4.07","3.97","17.2","6221","720","656","1411","161","569","36","1023","1.81",".251","97","19.7"
"1938","Dodgers","1332.0",".288","4.07","4.15","12.9","5811","707","602","1464","88","446","30","469","",".274","101","10.6"
"1989","Phillies","1433.1",".283","4.07","4.01","7.3","6204","735","648","1408","127","613","31","899","-9.57",".253","110","2.6"
"1990","Orioles","1435.1",".276","4.07","4.34","7.4","6141","698","649","1445","161","537","16","776","-5.67",".259","111","12.2"
"2002","Mariners","1445.1",".284","4.07","4.11","18.3","6117","699","654","1422","178","441","49","1063","4.13",".253","96","19.0"
"1988","Rangers","1438.2",".267","4.07","4.15","10.9","6180","735","651","1310","129","654","56","912","-1.67",".239","105","11.2"
"2015","Twins","1443.0",".300","4.07","4.10","16.0","6139","700","653","1506","163","413","41","1046","4.29",".265","100","17.9"
"2018","Mets","1460.2",".295","4.07","3.97","17.7","6178","707","661","1364","185","484","71","1446","1.51",".243","99","12.8"
"2008","Mets","1464.1",".289","4.07","4.32","13.0","6338","715","663","1415","163","590","70","1181","0.78",".249","101","14.2"
"1990","Giants","1446.1",".284","4.08","4.09","7.8","6235","710","655","1477","131","553","21","788","1.87",".261","109","8.8"
"1983","Cubs","1428.2",".296","4.08","3.79","16.0","6110","719","647","1496","117","498","25","807","-9.72",".268","96","11.3"
"1948","Phillies","1362.1",".281","4.08","4.03","12.4","5809","727","617","1385","95","561","17","552","",".265","102","7.3"
"2016","Cardinals","1448.1",".304","4.08","3.88","16.6","6164","712","656","1432","159","475","52","1290","-2.07",".254","95","13.8"
"1929","Browns","1371.0",".279","4.08","4.55","14.7","5899","713","621","1469","100","462","16","415","",".271","99","22.2"
"2001","Mets","1445.2",".290","4.08","4.07","17.2","6107","713","655","1418","186","438","43","1191","1.02",".252","95","15.9"
"1986","Blue Jays","1476.0",".285","4.08","3.94","19.3","6264","733","669","1467","164","487","45","1002","3.46",".256","95","19.0"
"1964","Cubs","1445.0",".283","4.08","3.79","10.8","6150","724","655","1510","144","423","17","737","",".264","107","9.7"
"1893","Pirates","1167.0",".285","4.08","4.51","11.8","","766","529","1232","29","504","0","280","",".272","99","17.8"
"1994","Padres","1045.2",".291","4.08","3.91","15.4","4503","531","474","1008","99","393","25","862","-2.34",".247","89","10.4"
"1886","Orioles","1206.2",".311","4.08","3.04","13.7","","878","547","1197","25","403","53","805","",".260","95","2.5"
"1966","Reds","1436.0",".286","4.08","3.60","16.5","6119","702","651","1408","153","490","45","1043","",".252","96","13.6"
"1883","Orioles","844.2",".308","4.08","3.43","7.3","","742","383","943","12","190","","290","",".284","104","-7.6"
"1982","Royals","1431.0",".267","4.08","4.33","7.7","6109","717","649","1443","163","471","26","650","4.29",".257","108","12.1"
"1939","Indians","1364.2",".282","4.08","4.15","16.5","5991","700","619","1394","75","602","16","614","",".259","96","21.9"
"1923","Athletics","1364.2",".281","4.08","4.25","11.4","6016","760","619","1465","68","550","23","400","",".269","104","11.7"
"1943","Giants","1394.2",".287","4.08","3.70","7.0","6176","710","633","1474","80","626","21","588","",".267","110","2.6"
"1897","Reds","1156.2",".312","4.09","3.91","16.8","","705","525","1375","18","329","57","270","",".297","90","20.4"
"1923","Tigers","1373.2",".289","4.09","3.93","13.3","5999","741","624","1502","58","449","54","447","",".273","99","10.9"
"2010","Astros","1439.1",".305","4.09","3.89","15.5","6221","729","654","1446","140","548","40","1210","-0.51",".257","97","9.7"
"1977","Indians","1452.1",".282","4.09","3.94","18.5","6213","739","660","1441","136","550","27","876","-3.18",".256","95","13.2"
"1970","Tigers","1447.1",".289","4.09","3.93","15.8","6319","731","658","1443","153","623","35","1045","",".255","97","9.4"
"2012","Mets","1434.0",".290","4.09","3.93","14.3","6086","709","652","1368","161","488","40","1240","-7.44",".246","100","6.8"
"2010","Marlins","1438.1",".301","4.09","3.92","16.1","6217","717","654","1433","134","549","51","1168","-1.34",".255","100","14.7"
"2015","Padres","1440.1",".303","4.09","3.93","9.7","6093","731","655","1371","171","516","54","1393","-3.90",".248","103","2.2"
"1901","Senators","1183.0",".308","4.09","3.68","10.6","","771","538","1396","51","284","63","308","",".295","103","7.7"
"1990","Phillies","1449.0",".272","4.09","4.17","7.8","6259","729","659","1381","124","651","29","840","-1.20",".248","109","8.7"
"2006","Astros","1468.2",".286","4.09","4.27","19.2","6219","719","668","1425","182","480","54","1160","8.00",".251","93","20.1"
"2010","White Sox","1446.1",".305","4.09","3.80","24.0","6180","704","658","1471","136","490","34","1149","4.87",".260","87","19.1"
"1988","Braves","1446.0",".288","4.10","3.80","11.0","6246","741","658","1481","108","524","43","810","-11.60",".261","104","4.0"
"1995","Cardinals","1265.2",".292","4.10","4.31","9.3","5420","658","576","1290","135","445","40","842","-2.64",".261","104","10.2"
"2004","Marlins","1439.0",".288","4.10","4.17","16.6","6110","700","655","1395","166","513","51","1116","0.15",".252","97","16.5"
"2003","Braves","1456.1",".283","4.10","4.21","15.2","6247","740","663","1425","147","555","42","992","5.80",".252","98","16.0"
