"Season","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","EV","ERA","FIP","xFIP","WAR","TBF","H","R","ER","HR","BB","IBB","HBP","SO","Pitches","Pitches","AVG","WHIP","RA9-WAR"
"1893","Phillies","72","57","2","161","133","1189.0","2.14","3.94","0.23",".302","56.8%","","","","4.68","4.54","","12.4","","1359","841","618","30","521","","12","283","","",".288","1.58","14.0"
"1934","Senators","66","86","12","318","155","1381.1","2.68","3.28","0.48",".301","65.5%","","","","4.68","4.34","","12.6","6148","1622","806","718","74","503","","14","412","","",".288","1.54","10.1"
"1944","Dodgers","63","91","13","342","155","1367.2","3.20","4.34","0.49",".284","64.7%","","","","4.68","4.07","","5.8","6177","1471","833","711","75","660","","36","487","","",".268","1.56","-5.4"
"1980","Indians","79","81","32","385","160","1428.0","5.31","3.48","0.86",".297","67.8%","","","","4.68","4.05","","13.9","6221","1519","807","743","137","552","37","32","843","","",".269","1.45","5.0"
"1947","Pirates","62","92","13","367","156","1374.0","3.28","3.88","1.02",".277","68.4%","","","","4.68","4.58","","6.5","6089","1488","815","715","155","592","","27","501","","",".272","1.51","5.2"
"1930","Red Sox","52","102","5","246","154","1360.1","2.36","3.23","0.50",".285","63.1%","","","","4.68","4.81","","10.7","5992","1515","812","708","75","488","","20","356","","",".276","1.47","13.6"
"2020","Pirates","19","41","6","269","60","513.0","9.40","4.37","1.40",".280","70.2%","43.4%","16.2%","88.5","4.68","4.80","4.63","2.7","2227","451","298","267","80","249","3","37","536","9026","9026",".232","1.36","2.6"
"2004","Yankees","101","61","59","598","162","1443.2","6.60","2.77","1.13",".300","69.0%","43.1%","10.5%","","4.69","4.27","4.34","18.6","6240","1532","808","752","182","445","32","60","1058","23308","23308",".267","1.37","14.0"
"2001","Expos","68","94","28","653","162","1431.1","6.94","3.30","1.19",".302","70.1%","","","","4.69","4.46","","14.0","6250","1509","812","746","190","525","40","61","1103","","",".266","1.42","10.9"
"2003","Blue Jays","86","76","35","605","162","1435.0","6.17","3.04","1.15",".302","69.2%","46.4%","12.7%","","4.69","4.46","4.26","15.1","6270","1560","826","748","184","485","46","57","984","22736","22736",".272","1.43","12.1"
"2015","Phillies","63","99","35","665","162","1436.1","7.22","3.06","1.20",".316","71.1%","44.0%","12.2%","88.8","4.69","4.40","4.29","10.3","6332","1592","809","749","191","488","37","61","1153","23838","23838",".275","1.45","1.0"
"1999","Expos","68","94","44","594","162","1434.1","6.54","3.59","0.95",".301","66.7%","","","","4.69","4.38","","17.9","6321","1505","853","748","152","572","39","60","1043","","",".265","1.45","9.4"
"1994","Blue Jays","55","60","26","336","115","1025.0","7.31","4.23","1.12",".302","71.1%","","","","4.70","4.62","","12.1","4536","1053","579","535","127","482","23","32","832","","",".262","1.50","12.6"
"2019","Red Sox","84","78","33","794","162","1471.0","9.99","3.70","1.32",".312","70.8%","42.6%","14.4%","88.6","4.70","4.28","4.39","16.5","6399","1423","828","768","215","605","22","76","1633","26142","26142",".249","1.38","14.0"
"2017","Padres","71","91","45","679","162","1430.2","8.34","3.49","1.42",".299","71.1%","47.5%","16.4%","87.5","4.70","4.68","4.34","7.9","6169","1417","816","747","226","554","28","75","1325","23726","23726",".256","1.38","5.0"
"2017","Rangers","78","84","29","626","162","1434.1","6.95","3.51","1.34",".289","70.9%","44.2%","13.6%","86.8","4.70","4.88","4.89","11.2","6211","1443","816","749","214","559","22","74","1107","23922","23922",".259","1.40","16.4"
"2001","Orioles","63","98","31","554","162","1432.1","5.89","3.32","1.22",".289","69.6%","","","","4.70","4.76","","9.9","6273","1504","829","748","194","528","28","74","938","","",".265","1.42","5.8"
"2007","Astros","73","89","38","638","162","1464.2","6.81","3.13","1.27",".300","71.7%","44.0%","11.5%","","4.70","4.73","4.44","11.8","6417","1566","813","765","206","510","62","63","1109","23983","23983",".268","1.42","8.8"
"1930","Tigers","75","79","17","291","154","1351.2","3.82","3.80","0.57",".298","64.2%","","","","4.70","4.82","","13.5","6026","1507","832","706","86","570","","33","574","","",".278","1.54","14.6"
"1997","Rangers","77","85","33","544","162","1429.2","5.82","3.41","1.06",".308","69.8%","","","","4.70","4.57","","15.0","6309","1598","823","747","169","541","40","38","925","","",".279","1.50","14.2"
"1993","Tigers","85","77","36","537","162","1436.2","5.19","3.40","1.18",".289","69.4%","","","","4.70","4.77","","8.9","6308","1547","837","751","188","542","92","48","828","","",".271","1.45","6.5"
"1964","Athletics","57","105","27","507","163","1455.2","5.97","3.80","1.36",".283","71.9%","","","","4.71","4.62","","1.4","6428","1516","836","761","220","614","42","54","966","","",".263","1.46","-3.3"
"2004","Orioles","78","84","27","614","162","1455.1","6.74","4.25","0.98",".298","69.8%","45.6%","9.9%","","4.71","4.52","4.66","15.7","6459","1488","830","761","159","687","43","62","1090","24848","24848",".261","1.49","11.5"
"1995","Pirates","58","86","29","535","144","1275.1","6.15","3.37","0.92",".313","68.5%","","","","4.71","4.32","","11.0","5618","1407","736","667","130","477","50","57","871","","",".277","1.48","5.1"
"1873","Blue Legs","8","31","0","39","39","346.0","0.18","0.57","0.29",".375","21.7%","","","","4.71","3.50","","3.2","","593","485","181","11","22","","","7","","",".378","1.78","-4.2"
"1997","Royals","67","94","29","554","161","1443.0","5.99","3.31","1.16",".296","69.8%","","","","4.71","4.67","","13.8","6277","1530","820","755","186","531","42","54","961","","",".269","1.43","12.6"
"1999","Giants","86","76","42","612","162","1456.1","6.65","4.05","1.20",".290","70.9%","","","","4.71","4.84","","9.8","6430","1486","831","762","194","655","41","51","1076","","",".260","1.47","8.6"
"1890","Gladiators","26","72","0","104","100","879.0","2.35","4.31","0.22",".306","50.6%","","","","4.71","4.19","","4.5","","1011","733","460","21","421","","23","230","","",".290","1.63","-3.8"
"1930","White Sox","62","92","10","300","154","1361.0","3.11","2.69","0.49",".307","60.2%","","","","4.71","4.48","","13.9","6053","1629","884","713","74","407","","29","471","","",".290","1.50","5.9"
"1927","Red Sox","51","103","7","288","154","1366.1","2.51","3.68","0.37",".305","63.4%","","","","4.72","4.32","","10.2","6106","1603","856","716","56","558","","41","381","","",".291","1.58","3.5"
"1941","Browns","70","84","10","315","157","1389.0","2.94","3.56","0.78",".288","66.7%","","","","4.72","4.37","","11.1","6157","1563","823","728","120","549","","22","454","","",".280","1.52","7.8"
"1978","Mariners","56","104","20","409","160","1419.1","3.99","3.60","0.98",".286","68.0%","","","","4.72","4.40","","7.0","6241","1540","834","744","155","567","39","41","630","","",".273","1.48","-4.1"
"2017","Braves","72","90","36","692","162","1441.1","7.86","3.65","1.20",".302","70.1%","44.5%","12.5%","87.5","4.72","4.51","4.67","8.9","6306","1463","821","756","192","584","39","70","1258","23815","23815",".259","1.42","6.4"
"2012","Red Sox","69","93","35","651","162","1443.0","7.33","3.30","1.19",".296","69.6%","46.4%","13.2%","","4.72","4.41","4.16","6.4","6209","1449","806","757","190","529","33","66","1176","23684","23684",".258","1.37","6.7"
"1996","Giants","68","94","35","587","162","1442.1","6.22","3.56","1.21",".295","68.7%","","","","4.72","4.86","","4.7","6330","1520","862","757","194","570","60","67","997","","",".267","1.45","1.4"
"1926","Red Sox","46","107","5","317","154","1362.0","2.22","3.61","0.30",".290","61.9%","","","","4.72","4.12","","11.3","6041","1520","838","715","45","546","","31","336","","",".278","1.52","1.9"
"2008","Mariners","61","101","36","631","162","1435.1","6.37","3.93","1.01",".307","70.7%","44.7%","9.8%","","4.73","4.59","4.64","9.4","6368","1544","811","754","161","626","37","53","1016","24392","24392",".271","1.51","7.9"
"1997","Indians","86","75","39","589","161","1425.2","6.54","3.63","1.14",".305","70.5%","","","","4.73","4.62","","11.8","6260","1528","815","749","181","575","53","51","1036","","",".271","1.48","11.5"
"1993","Twins","71","91","44","518","162","1444.1","5.61","3.20","0.92",".308","67.9%","","","","4.73","4.23","","15.4","6286","1591","830","759","148","514","34","45","901","","",".278","1.46","8.8"
"2000","Tigers","79","83","44","591","162","1443.1","6.10","3.09","1.10",".306","69.2%","","","","4.73","4.50","","17.3","6295","1583","827","759","177","496","22","47","978","","",".275","1.44","14.6"
"2019","Marlins","57","105","27","701","162","1444.1","8.59","3.83","1.47",".281","72.1%","38.3%","14.2%","88.6","4.74","4.89","5.06","5.9","6247","1340","808","760","236","615","52","90","1378","24559","24559",".242","1.35","6.6"
"1997","White Sox","80","81","52","550","161","1422.1","6.08","3.64","1.11",".294","68.5%","","","","4.74","4.64","","11.1","6262","1505","833","749","175","575","45","32","961","","",".266","1.46","6.7"
"1924","White Sox","66","87","11","272","154","1370.2","2.36","3.36","0.34",".301","62.7%","","","","4.74","4.19","","10.7","6210","1635","857","722","52","512","","29","360","","",".288","1.57","2.6"
"2006","Cubs","66","96","29","704","162","1439.0","7.82","4.30","1.31",".286","70.9%","41.6%","12.8%","","4.74","4.88","4.58","10.4","6366","1396","834","758","210","687","44","67","1250","24756","24756",".249","1.45","9.9"
"1998","Orioles","79","83","37","564","162","1431.1","6.70","3.36","1.06",".304","70.3%","","","","4.74","4.40","","16.2","6213","1505","785","754","169","535","33","46","1065","","",".267","1.43","13.6"
"2005","Red Sox","95","67","38","604","162","1429.0","6.04","2.77","1.03",".303","68.9%","42.4%","9.6%","","4.74","4.28","4.44","13.9","6227","1550","805","753","164","440","28","89","959","23364","23364",".272","1.39","13.2"
"1961","Athletics","61","100","23","430","162","1415.0","4.47","4.00","0.90",".286","66.8%","","","","4.74","4.32","","13.1","6340","1519","863","746","141","629","21","53","703","","",".268","1.52","2.5"
"1998","Twins","70","92","42","594","162","1447.2","5.92","2.84","1.12",".308","69.7%","","","","4.76","4.48","","14.3","6322","1622","818","765","180","457","21","44","952","","",".279","1.44","15.5"
"2002","Brewers","56","106","32","608","162","1432.1","6.45","4.18","1.25",".289","71.7%","42.1%","12.4%","","4.76","4.86","4.61","4.8","6339","1468","821","757","199","666","82","62","1026","23966","23966",".262","1.49","3.2"
"1999","Cardinals","75","86","38","615","161","1445.1","6.38","4.15","1.00",".301","69.7%","","","","4.76","4.68","","14.0","6427","1519","838","764","161","667","38","63","1025","","",".267","1.51","10.4"
"1931","Browns","63","91","10","283","154","1362.0","2.88","2.96","0.56",".303","61.9%","","","","4.76","4.31","","15.7","6072","1623","870","720","84","448","","21","436","","",".290","1.52","8.9"
"2000","Yankees","87","74","40","543","161","1424.1","6.57","3.65","1.12",".290","69.2%","","","","4.76","4.61","","17.5","6256","1458","814","753","177","577","23","52","1040","","",".259","1.43","16.7"
"2007","Rangers","75","87","42","629","162","1430.0","6.14","4.20","0.98",".303","69.4%","46.5%","9.7%","","4.76","4.83","4.82","9.1","6389","1525","844","756","155","668","38","70","976","24624","24624",".270","1.53","10.5"
"1935","Phillies","64","89","15","358","156","1374.2","3.11","3.31","0.69",".302","64.7%","","","","4.76","4.57","","14.3","6248","1652","873","727","106","505","","47","475","","",".290","1.57","8.6"
"1934","Phillies","56","93","15","324","149","1297.0","2.89","3.03","0.87",".289","65.6%","","","","4.76","4.82","","11.5","5759","1501","792","686","126","437","","29","416","","",".284","1.49","11.1"
"2004","Mariners","63","99","28","576","162","1459.1","6.39","3.55","1.31",".286","71.5%","39.3%","11.3%","","4.76","4.85","4.79","8.9","6389","1498","823","772","212","575","32","72","1036","24530","24530",".261","1.42","10.4"
"1999","Athletics","87","75","48","568","162","1438.1","6.05","3.56","1.00",".302","67.9%","","","","4.76","4.53","","18.6","6309","1537","846","761","160","569","45","54","967","","",".270","1.46","11.8"
"2003","Orioles","71","91","41","588","163","1449.2","6.09","3.27","1.23",".301","71.5%","42.4%","12.4%","","4.76","4.71","4.54","11.8","6366","1579","820","767","198","526","43","80","981","23966","23966",".274","1.45","8.9"
"2018","Marlins","63","98","30","707","161","1442.0","7.80","3.78","1.20",".290","69.9%","40.9%","12.1%","88.8","4.76","4.57","4.65","2.7","6236","1388","809","763","192","605","73","71","1249","24630","24630",".250","1.38","-1.5"
"2007","Phillies","89","73","42","660","162","1458.1","6.48","3.44","1.22",".301","71.5%","43.5%","11.9%","","4.76","4.86","4.52","9.9","6385","1555","821","772","198","558","62","72","1050","23831","23831",".270","1.45","10.6"
"2012","Twins","66","96","35","661","162","1438.2","5.90","2.91","1.24",".294","68.8%","45.7%","12.7%","","4.77","4.66","4.46","5.9","6214","1536","832","762","198","465","43","57","943","23065","23065",".270","1.39","4.9"
"1982","Twins","60","102","30","406","162","1433.0","5.10","4.04","1.31",".279","71.4%","","","","4.77","4.84","","0.9","6256","1484","819","759","208","643","60","12","812","","",".265","1.48","5.7"
"2008","Rockies","74","88","36","647","162","1446.0","6.48","3.50","0.92",".309","68.5%","46.8%","10.0%","","4.77","4.30","4.32","19.5","6338","1547","822","766","148","562","49","53","1041","23683","23683",".270","1.46","13.1"
"1993","Pirates","75","87","34","546","162","1445.2","5.18","3.02","0.95",".297","68.4%","","","","4.77","4.32","","8.8","6247","1557","806","766","153","485","43","46","832","","",".272","1.41","5.3"
"2007","Mariners","88","74","43","618","162","1434.1","6.40","3.43","0.92",".315","69.3%","43.6%","8.4%","","4.77","4.42","4.62","14.2","6313","1578","813","760","147","546","39","62","1020","24174","24174",".277","1.48","10.8"
"1925","Robins","68","85","4","281","153","1350.2","3.45","3.18","0.50",".312","62.2%","","","","4.77","4.20","","13.7","6018","1608","866","716","75","477","","35","518","","",".292","1.54","3.4"
"2007","White Sox","72","90","42","625","162","1440.2","6.34","3.12","1.09",".304","68.2%","42.9%","9.8%","","4.77","4.56","4.54","17.2","6293","1556","839","764","174","499","50","59","1015","23652","23652",".271","1.43","12.6"
"1999","Orioles","78","84","33","555","162","1435.0","6.16","4.06","1.24",".290","71.5%","","","","4.77","5.01","","11.7","6259","1468","815","761","198","647","34","49","982","","",".264","1.47","13.7"
"2001","Reds","66","96","35","623","162","1442.2","5.88","3.21","1.24",".297","69.2%","","","","4.78","4.70","","10.1","6324","1572","850","766","198","515","46","48","943","","",".273","1.45","5.9"
"1979","Athletics","54","108","20","405","162","1429.1","4.57","4.12","0.93",".300","68.9%","","","","4.78","4.53","","8.0","6436","1606","860","759","147","654","67","49","726","","",".280","1.58","-2.1"
"1951","Pirates","64","90","22","381","155","1380.1","3.78","4.09","1.02",".279","67.4%","","","","4.78","4.55","","8.9","6132","1479","845","733","157","627","","31","580","","",".270","1.53","0.5"
"2017","White Sox","67","95","25","682","162","1421.2","7.55","4.00","1.53",".281","72.4%","41.9%","14.7%","87.9","4.78","5.17","5.01","4.4","6200","1384","820","755","242","632","36","68","1193","24573","24573",".252","1.42","6.4"
"1987","Red Sox","78","84","16","397","162","1436.0","6.48","3.24","1.19",".310","70.0%","","","","4.78","4.30","","15.9","6265","1584","825","763","190","517","38","31","1034","","",".277","1.46","13.0"
"1938","Tigers","84","70","11","289","155","1348.1","2.90","4.06","0.73",".291","68.0%","","","","4.79","4.72","","14.5","6056","1532","795","717","110","608","","14","435","","",".282","1.59","18.5"
